country,happiness_score,region,year,corruption_perceptionP1,freedomP1,gdp_per_capitaP1,generosityP1,happiness_scoreP1,life_expectancyP1,social_supportP1,corruption_perceptionP2,freedomP2,gdp_per_capitaP2,generosityP2,happiness_scoreP2,life_expectancyP2,social_supportP2,corruption_perceptionP3,freedomP3,gdp_per_capitaP3,generosityP3,happiness_scoreP3,life_expectancyP3,social_supportP3,Australia and New Zealand,Central and Eastern Europe,Eastern Asia,Latin America and Caribbean,Middle East and Northern Africa,North America,Southeastern Asia,Southern Asia,Sub-Saharan Africa,Western Europe
Jamaica,61.886409736308316,Latin America and Caribbean,2018,18.1612891250362,65.5120495933196,44.15931819959451,45.66764400806271,50.14198519878885,56.180752337135665,83.22494308443855,14.11031419477442,60.21685082872928,42.620706106870216,43.447265625,54.17849898580121,52.120070113935135,58.620437956204384,7.554637245874799,69.67127071823204,38.663167938931295,41.46484375,58.21501014198782,60.24627519719545,70.01338199513383,0,0,0,1,0,0,0,0,0,0
Cyprus,59.290060851927,Western Europe,2018,13.551020116197911,49.04855516075428,64.69170214565648,52.979355677962296,56.430016492491504,74.03283971741368,68.81771731550668,17.17948826508632,40.75552486187845,62.90887404580153,54.50390624999999,54.90872210953347,74.39088518843121,43.0030413625304,20.196085477662688,56.17679558011049,57.63979007633587,59.83984375000001,57.80933062880325,80.943032427695,54.329683698296826,0,0,0,0,0,0,0,0,0,1
Algeria,49.817444219066935,Middle East and Northern Africa,2018,48.007965057925674,32.228702751312426,52.09277035625859,13.56184511678293,61.52130258494404,54.12661224786485,69.72125701950729,53.092768152065744,29.01381215469613,50.22232824427482,13.7578125,71.3184584178499,54.166520595968436,50.67457420924574,57.121469876051165,39.47375690607734,44.81345419847328,15.27734375,56.105476673428,54.13321647677476,65.55474452554743,0,0,0,0,1,0,0,0,0,0
Kosovo,57.261663286004065,Central and Eastern Europe,2018,18.88548178985621,35.951372997536886,45.39524724010291,62.48661084100606,49.49289666228074,47.45416741534137,69.21250019630352,21.51379297465955,19.883977900552484,43.0081106870229,54.671875,51.967545638945225,47.326906222611754,40.18369829683698,15.579180157760954,34.183701657458556,38.23854961832061,55.29296875000001,55.780933062880315,55.33041191936897,49.3905109489051,0,1,0,0,0,0,0,0,0,0
Turkmenistan,56.7342799188641,Central and Eastern Europe,2018,85.19762369976401,57.77236588752072,53.94927304209639,48.813474131748045,60.5070999331213,38.36337251688282,90.82415823228772,93.54408807234358,51.66850828729282,51.53482824427482,44.076171875,57.18052738336713,38.567922874671346,63.14902676399027,100.0,65.75966850828728,45.72853053435114,33.162109375,54.949290060851915,47.22699386503068,74.6155717761557,0,1,0,0,0,0,0,0,0,0
Mauritius,61.90669371196756,Sub-Saharan Africa,2018,13.861085161588036,67.85184062646891,56.74597074967318,70.49487321637578,56.59229588073367,55.916517267720316,73.57426948500972,17.097336924874547,63.73618784530386,54.56679389312978,72.169921875,56.97768762677485,58.00964066608238,46.04318734793187,24.714409189310288,77.43922651933701,48.07299618320612,73.71875,53.50912778904666,62.18229623137599,59.92761557177615,0,0,0,0,0,0,0,0,1,0
Estonia,58.82352941176471,Central and Eastern Europe,2018,60.216578213841046,66.17837436291393,63.019052489113086,19.314611563459046,56.227181765419076,60.926232810191756,89.82184304518125,60.85442677527422,57.33563535911602,61.05152671755725,16.451171875,54.32048681541583,59.68273444347064,63.9677615571776,49.895437991023464,61.99999999999999,54.94942748091602,16.953125,52.53549695740364,67.80105170902718,74.69038929440389,0,1,0,0,0,0,0,0,0,0
Indonesia,45.720081135902646,Southeastern Asia,2018,5.033292834992131,61.23252254164682,47.4970702451604,100.0,49.148074724611355,43.15036989741946,77.52096710993976,1.058109261927658,54.19475138121547,45.374045801526705,100.0,50.20283975659229,43.27256792287466,53.29987834549878,0.0,64.37983425414365,39.51669847328245,100.0,51.926977687626774,55.90972830850132,66.12408759124087,0,0,0,0,0,0,1,0,0,0
Vietnam,45.92292089249493,Southeastern Asia,2018,28.796751546336424,78.87508164453246,37.62154463138288,45.892197522334754,45.33468319968318,57.15766776349861,77.70628534674331,37.973635499490726,77.28453038674031,35.32299618320611,48.97460937499999,45.0709939148073,57.981595092024534,48.12469586374696,34.30968572604557,82.1049723756906,30.16030534351145,32.9296875,51.135902636916846,65.4478527607362,55.490267639902676,0,0,0,0,0,0,1,0,0,0
Turkey,53.63083164300203,Middle East and Northern Africa,2018,32.75261547838679,41.538756855284944,57.169578912603995,9.119734750129275,53.97565922920893,55.88129776596082,81.37184773048357,40.57618995739975,32.99585635359116,55.57824427480917,9.193359375,51.72413793103448,56.72042068361086,53.355839416058394,51.74220011898416,31.51243093922652,50.61927480916031,23.931640625,50.567951318458434,64.12971078001753,57.56204379562043,0,0,0,0,1,0,0,0,0,0
Kyrgyzstan,46.49087221095336,Central and Eastern Europe,2018,12.959925647872572,62.837484627138814,28.445614316991268,83.70710420422266,43.91481109371543,48.506380067803605,84.80770019429136,15.64818728353884,55.54143646408839,26.738549618320604,75.0625,47.58620689655172,48.59684487291849,58.04987834549878,13.906578871049216,60.051104972375676,22.62786259541985,58.65234375,49.634888438133885,57.04469763365469,70.02128953771289,0,1,0,0,0,0,0,0,0,0
Nigeria,46.97768762677485,Sub-Saharan Africa,2018,8.583686645015854,54.55145931375621,37.392951149976895,45.10687431320546,45.33468319968318,4.988232273265627,73.95197585261374,10.022463505836509,38.47237569060773,35.88549618320611,45.349609375,41.29817444219067,4.476774758983347,39.23236009732361,13.24279604213808,47.42265193370165,31.21898854961832,53.189453125,49.26977687626775,14.028921998247153,55.007299270073005,0,0,0,0,0,0,0,0,1,0
Bhutan,45.496957403651116,Southern Asia,2018,56.97372555719689,69.27316030744697,42.243148306853904,92.58877835236484,44.056798304312174,43.460060691332,81.5162113403169,53.10262631289115,63.638121546961315,40.682251908396935,94.81640625,47.80933062880325,43.6099912357581,55.2530413625304,50.7530979828344,73.4889502762431,36.75667938931297,93.74609375,48.9655172413793,50.31288343558282,67.15024330900242,0,0,0,0,0,0,0,1,0,0
Azerbaijan,47.9107505070994,Central and Eastern Europe,2018,59.47346508101396,54.993900310927344,55.03825217712929,8.841668022796503,48.58012588222415,47.39489709986187,70.09733912428527,58.866364342149275,48.794198895027606,53.61307251908396,11.015625,49.73630831643003,47.76862401402278,46.25425790754257,52.7904512200864,51.14640883977899,48.84971374045802,15.232421875000002,48.13387423935093,56.13058720420682,57.051703163017024,0,1,0,0,0,0,0,0,0,0
Pakistan,53.40770791075053,Southern Asia,2018,40.861441344099156,32.48829579814364,34.6795577584332,61.61055061966172,49.29006193520812,35.2364402398219,40.91792515594592,45.610424085577314,20.19613259668508,32.83206106870229,60.90820312500001,46.511156186612595,35.325153374233125,15.89720194647202,34.385264959040406,16.715469613259668,28.407919847328248,65.763671875,47.76876267748479,45.10604732690622,25.189172749391734,0,0,0,0,0,0,0,1,0,0
Jordan,47.099391480730226,Middle East and Northern Africa,2018,39.36799748790564,57.79297641627693,47.28112568837085,33.627043012529676,50.64908652470022,52.98773517324462,75.37037061658819,43.69465483183872,49.75552486187845,47.55391221374045,27.85546875,49.97971602434078,53.209465381244534,52.442822384428226,46.967564225875826,56.161602209944746,43.033396946564885,21.587890625,47.72819472616634,61.03330411919369,64.10705596107057,0,0,0,0,1,0,0,0,0,0
Montenegro,50.872210953346865,Central and Eastern Europe,2018,28.97451286881732,26.932189971702485,53.4889807227915,38.65449689328672,48.640973398700005,58.49821853804866,75.32703760476579,41.801887953359426,20.87154696132596,51.44942748091602,33.57617187499999,47.099391480730226,55.68185801928134,45.11739659367397,46.97742238670124,25.22099447513812,46.487595419847324,31.5234375,47.72819472616634,63.55915863277827,55.08333333333334,0,1,0,0,0,0,0,0,0,0
China,48.82352941176472,Eastern Asia,2018,7.490320834538558,65.30216961934418,51.582337335775755,5.626336132991133,49.37119195717585,64.97944790892805,70.61054816791302,9.02021715525286,60.79005524861878,49.03625954198474,9.685546875,48.80324543610548,64.47063978965821,48.28527980535279,9.138515085157817,71.40469613259667,42.467557251908396,15.986328125000002,46.673427991886406,71.56704645048201,57.588199513381994,0,0,1,0,0,0,0,0,0,0
Zambia,31.19675456389452,Sub-Saharan Africa,2018,25.701391870303002,63.75738846662954,30.36291885921975,48.74612204730508,33.97565799117321,22.59736150947186,61.02112522960583,37.72060937163847,58.925414364640865,29.199427480916032,34.89453124999999,39.675456389452336,20.659947414548643,38.783454987834546,40.970516390416265,67.44060773480662,22.441793893129773,38.263671875,46.45030425963488,26.22611744084137,55.7250608272506,0,0,0,0,0,0,0,0,1,0
Romania,63.00202839756594,Central and Eastern Europe,2018,1.4418876925331392,63.12206387519833,58.09560645627624,26.078108930960354,60.56794744959715,60.048931842305784,69.95689114804988,2.2312304001518006,50.70718232044198,55.80629770992366,25.173828125000004,54.54361054766734,59.248028045574046,44.28406326034063,2.132648791897671,48.43646408839778,49.78291984732825,26.8515625,46.34888438133874,67.38825591586328,53.88564476885643,0,1,0,0,0,0,0,0,0,0
Serbia,51.906693711967534,Central and Eastern Europe,2018,13.44120158715236,28.82811163670456,51.01706007964743,42.993336683139255,51.845841398103644,57.03634279637247,76.53222611930838,14.258186607155613,21.70994475138121,49.34971374045802,40.50195312499999,47.423935091277905,56.59947414548642,49.470194647201936,8.599602293368571,27.77209944751381,43.918416030534345,37.56054687499999,46.3286004056795,65.58808063102542,61.41362530413625,0,1,0,0,0,0,0,0,0,0
Portugal,52.150101419878304,Western Europe,2018,5.214786897966763,68.84879828816615,62.74691292347806,18.574748537503183,47.789050135119275,69.74965307819123,83.15346826892092,4.998087538484372,61.77762430939225,60.88120229007633,22.833984375,46.3286004056795,69.55565293602103,57.40085158150852,3.542365789931724,71.08977900552486,55.3392175572519,26.794921875,45.90263691683571,76.70376862401402,69.30352798053528,0,0,0,0,0,0,0,0,0,1
Latvia,62.75862068965517,Central and Eastern Europe,2018,24.265115836051702,44.9872807244569,60.150220648933214,29.897419153712697,61.075048775508535,55.965553972409715,85.44494780890814,29.21301657930708,38.668508287292816,58.104961832061065,34.072265625,55.192697768762685,56.04907975460123,57.80109489051095,20.80729144883829,40.982044198895025,53.10687022900765,35.59765624999999,45.82150101419879,63.485539000876415,66.64355231143551,0,1,0,0,0,0,0,0,0,0
Philippines,54.46247464503043,Southeastern Asia,2018,32.64099255170649,80.83075614265316,40.92076409409064,37.79559046961367,52.555777451087636,41.017445631971704,76.27235856949574,38.6341322747934,75.76519337016573,38.74856870229007,42.33203125,49.49290060851928,41.223488168273455,53.453163017031635,40.349452258415255,86.38812154696129,33.650763358778626,48.810546875,45.314401622718066,50.93251533742332,62.96593673965937,0,0,0,0,0,0,1,0,0,0
Morocco,48.985801217038535,Middle East and Northern Africa,2018,28.83945235929111,56.375460236112005,41.894779633019695,6.291006866376855,48.60040838771604,52.38480885544961,47.13287318709993,27.61599452559017,35.42265193370165,40.10400763358778,7.916015625,46.89655172413793,52.12182296231378,23.476277372262768,28.08261413799307,57.584254143646405,35.0567748091603,14.0078125,44.0973630831643,53.42156003505697,38.98722627737226,0,0,0,0,1,0,0,0,0,0
Albania,35.43610547667343,Central and Eastern Europe,2018,13.09959508351467,52.6931816043116,47.52828021540896,39.31893443223086,36.61257714818985,64.08060882093609,48.88596398406947,17.419370178504707,44.01381215469613,45.57729007633588,32.89062499999999,36.835699797160245,63.98510078878176,30.51277372262773,21.07346179112444,49.354972375690615,41.9212786259542,27.875,43.002028397565915,71.27519719544259,48.925790754257896,0,1,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,46.45030425963488,Central and Eastern Europe,2018,0.0,28.232482997752072,46.87067832200582,64.2319326288998,47.52535821941764,61.80423378004093,65.04476505474453,0.0,13.136740331491714,44.55295801526717,58.376953125,47.13995943204868,62.021034180543396,39.15267639902676,0.7459341691229141,12.769337016574585,39.70562977099236,48.453125,42.799188640973625,69.30850131463629,55.90997566909975,0,1,0,0,0,0,0,0,0,0
Dominican Republic,49.95943204868156,Latin America and Caribbean,2018,37.44302104242401,76.32456267077623,51.49684334529246,36.51715815067285,48.498986188103274,50.383325630274925,85.3051524382731,40.655055244003066,72.18093922651933,49.039599236641216,41.57421875,46.97768762677485,50.54250657318141,60.52068126520681,46.77368706297604,79.65745856353591,42.718034351145036,42.3515625,41.50101419878296,58.56704645048203,71.29075425790754,0,0,0,1,0,0,0,0,0,0
Mongolia,46.36916835699797,Eastern Asia,2018,10.811868609329515,54.43977469897403,49.009344732488536,66.10629498027265,42.92089094738439,48.88549381760939,90.81576862474455,10.794686103827193,49.68508287292817,47.162690839694655,67.45898437500001,41.94726166328601,48.61437335670465,66.29136253041361,8.760618920183653,60.25690607734806,39.51288167938932,64.90234374999999,41.27789046653144,52.820333041191944,79.11192214111922,0,0,1,0,0,0,0,0,0,0
Greece,51.09533468559837,Western Europe,2018,14.225252756411894,13.22254847261787,61.52134928994514,0.0,48.438138671627385,71.0077916813147,75.39018082212651,13.561543242159765,8.041436464088397,59.58301526717558,0.0,44.5030425963489,70.13935144609991,45.90815085158151,4.590616891033969,10.633977900552486,55.060114503816784,0.0,40.93306288032454,77.31200701139352,56.528588807785866,0,0,0,0,0,0,0,0,0,1
Lebanon,51.09533468559837,Middle East and Northern Africa,2018,12.327245567573009,39.85027417293562,51.287573029976635,51.650538807734776,48.397563988490276,64.42428366538203,68.7119371989635,10.058610095529694,36.22651933701657,53.56297709923663,46.27539062500001,46.45030425963488,66.7581069237511,39.041362530413615,15.056697634014062,46.84530386740332,48.93320610687022,42.68359375000001,40.567951318458405,73.57318141980718,48.66240875912408,0,0,0,0,1,0,0,0,0,0
Hungary,56.40973630831644,Central and Eastern Europe,2018,12.039094037827127,24.290541341291572,61.355531215667924,15.3128246893175,50.40567711449048,60.277252631893695,81.69909318288137,14.695231737082254,27.306629834254142,59.2280534351145,19.3359375,46.77484787018254,59.253286590709905,56.66909975669099,9.062935852162985,44.353591160220994,53.47996183206107,25.0,39.77687626774848,66.52497808939529,73.12347931873478,0,1,0,0,0,0,0,0,0,0
Honduras,54.056795131845846,Latin America and Caribbean,2018,24.101708900724805,48.077328758345146,34.855587678101244,46.13063938450059,47.50507571392557,51.05779841738142,69.58302790231082,22.69348622010064,36.95441988950276,33.12452290076335,39.921875,41.217038539553755,51.168273444347065,45.982968369829685,22.42731587781449,55.45303867403314,28.402671755725194,44.974609375,39.53346855983773,60.92024539877301,57.99756690997565,0,0,0,1,0,0,0,0,0,0
Tajikistan,47.870182555780936,Central and Eastern Europe,2018,48.100314961294266,65.13352305190993,25.03404749258784,48.63235226366661,44.665312157683175,46.38344650201691,77.3396152649483,44.391298196834576,59.955801104972366,23.29914122137405,50.77734375,43.75253549695743,46.55477651183172,45.98661800486617,49.52739998687473,65.21546961325967,18.62929389312977,44.87109375,39.492900608519285,50.2883435582822,52.0456204379562,0,1,0,0,0,0,0,0,0,0
Tunisia,35.55780933062879,Middle East and Northern Africa,2018,28.497691612707712,40.01114496868618,48.05657472319274,9.70573382801377,39.87829266406938,53.74338729249922,52.81943184325877,26.847057981207968,32.53176795580111,46.624045801526705,7.6875,44.746450304259646,52.214723926380366,26.256082725060825,20.89272884265853,36.2817679558011,42.03864503816794,12.560546875,38.539553752535504,64.67397020157756,36.75729927007299,0,0,0,0,1,0,0,0,0,0
Palestinian Territories,38.62068965517243,Middle East and Northern Africa,2018,29.338741671159312,35.18108587238674,34.17219596964714,22.29944802820684,39.269778810698384,49.57642187474593,70.29483933228346,34.87488694670259,24.508287292817677,31.977099236641216,21.78515625,38.84381338742393,49.81945661700262,43.56995133819951,42.406521817318094,33.838397790055254,28.5625,21.974609375,38.052738336714,57.85714285714286,56.300486618004854,0,0,0,0,1,0,0,0,0,0
Bangladesh,33.69168356997972,Southern Asia,2018,40.65435182722654,66.07136179729059,27.990599966231198,33.64362346474083,35.88234891756065,46.734534053819196,44.7160426137511,41.34841255539043,54.94198895027624,25.84780534351145,37.36718750000001,36.59229208924949,46.44084136722173,15.054136253041364,41.30240780487185,56.381215469613245,18.96612595419848,41.44921875,37.62677484787019,52.729184925503944,26.220194647201946,0,0,0,0,0,0,0,1,0,0
Iran,37.89046653144016,Middle East and Northern Africa,2018,16.02315015273246,34.436824325039915,55.194327621969464,75.63338149338965,37.58620511687546,56.03270714581796,43.281706145209974,18.3033185991834,31.138121546961322,53.31965648854961,75.26953125,40.04056795131846,56.29447852760735,23.635644768856444,19.266132306465398,41.48204419889503,48.1297709923664,74.38671874999999,37.46450304259636,61.178790534618756,33.11861313868613,0,0,0,0,1,0,0,0,0,0
Ukraine,25.63894523326572,Central and Eastern Europe,2018,7.567607567693073,16.985466261265746,42.68377621210257,52.74637951515605,25.49696134988965,50.473615435734885,84.82588613700425,6.010192049893436,17.76104972375691,41.64456106870229,39.771484375,30.12170385395537,51.38299737072744,61.6867396593674,9.730004734682595,34.70027624309392,38.12356870229007,29.833984375,37.363083164300214,59.06222611744085,73.161800486618,0,1,0,0,0,0,0,0,0,0
Iraq,32.79918864097364,Middle East and Northern Africa,2018,35.23167175767393,39.855736559925816,52.610233084845895,38.991653127595704,33.63083605350385,43.92466871076048,59.52635023135626,44.80862700511038,34.331491712707184,51.275763358778626,38.259765625,35.21298174442191,44.764241893076246,36.01277372262773,45.308107153597966,0.0,47.01765267175571,35.00390625000001,37.28194726166328,52.793163891323395,49.81082725060827,0,0,0,0,1,0,0,0,0,0
South Africa,38.23529411764706,Sub-Saharan Africa,2018,23.827009559315556,66.19430049348273,50.31959473631774,27.21921482589101,40.36511148448885,16.39614990152463,84.23288518204865,27.65214111528336,58.67817679558011,48.862595419847324,26.671875,32.86004056795132,16.311130587204207,58.426399026763974,29.19330025765625,45.866022099447505,43.91650763358777,23.384765625,36.57200811359026,24.26643295354952,72.06082725060827,0,0,0,0,0,0,0,0,1,0
Ghana,36.8762677484787,Sub-Saharan Africa,2018,8.325666964374747,58.429046065767814,31.833245440293798,50.18045776523653,25.98377049815579,25.910405502519897,53.14262388976533,10.712534763615418,56.59254143646408,30.108301526717558,41.41210937500001,29.14807302231237,26.013146362839613,30.02007299270073,14.31076346489115,58.48342541436463,26.029580152671752,45.09179687499999,36.38945233265721,35.1726555652936,41.33454987834549,0,0,0,0,0,0,0,0,1,0
Zimbabwe,17.30223123732251,Sub-Saharan Africa,2018,31.34086162420278,46.46190704561726,17.931609492720515,36.94208862725645,21.01419878296146,17.24485134890368,65.88174623874575,28.200912067898017,35.12292817679557,16.718034351145036,36.138671875,27.464503042596363,13.97896581945662,43.478102189781005,26.54802710283711,35.719613259668506,12.929389312977099,37.083984375,35.922920892494936,29.338299737072738,62.81995133819952,0,0,0,0,0,0,0,0,1,0
Liberia,13.306288032454365,Sub-Saharan Africa,2018,12.79860344061351,45.97806387184736,5.679474859178529,52.060524467378904,14.077078952750703,20.150586923520684,53.048536290217505,15.943932108301231,35.56353591160221,5.1078244274809155,46.998046875,15.882352941176471,20.30236634531113,30.62834549878345,20.4786860879912,39.407458563535904,3.396946564885496,47.58203124999999,35.131845841785,29.97458369851008,48.03406326034063,0,0,0,0,0,0,0,0,1,0
India,27.403651115618672,Southern Asia,2018,30.30624891038745,64.91533218167764,37.796815274325965,45.222361222840824,29.93914923368073,39.914777987260386,45.88641099396125,28.660959573083954,55.64226519337015,35.32251908396947,48.8828125,31.74442190669372,39.518843120070116,17.790145985401463,27.905167243135622,54.95303867403314,30.77242366412213,51.708984375,35.01014198782963,45.161262050832605,23.220194647201943,0,0,0,0,0,0,0,1,0,0
Haiti,15.070993914807303,Latin America and Caribbean,2018,32.81852373391919,4.194731674882582,17.586367503377335,95.54761345498258,15.496955894795127,24.30509465708221,38.95680182171563,47.568912036226,16.67403314917127,16.267652671755727,93.66796875,24.117647058823536,24.096406660823842,17.981143552311433,56.437970725489215,33.73618784530386,12.7256679389313,90.208984375,34.05679513184584,34.0464504820333,45.195863746958636,0,0,0,1,0,0,0,0,0,0
Congo (Kinshasa),28.519269776876268,Sub-Saharan Africa,2018,19.795632687986334,32.59134638375345,4.394196030747801,48.13590494450175,29.229213180696767,16.775374659104468,74.758117796441,19.962775671461245,21.549723756906076,2.7008587786259546,49.72265625,29.066937119675465,16.476774758983346,49.07299270072993,25.056158764591277,31.22237569060773,0.0,48.50390625,34.036511156186606,8.594215600350571,60.90024330900243,0,0,0,0,0,0,0,0,1,0
Nepal,41.39959432048681,Southern Asia,2018,23.980155666301574,60.81573870959199,22.892184726154532,76.97190740145743,43.06287815798136,44.18324107772736,71.7325584731831,23.028663688164677,51.12154696132596,21.291030534351147,74.53125,39.634888438133885,43.8851884312007,42.39598540145985,19.410718665238125,52.875690607734796,17.174141221374043,63.07812499999999,33.975659229208915,49.845749342681856,52.5845498783455,0,0,0,0,0,0,0,1,0,0
Ethiopia,30.64908722109533,Sub-Saharan Africa,2018,54.369634559854795,56.46999205014986,16.184820871771755,61.06459768489003,32.88032531738276,30.97368164296529,52.5954503502579,56.42154045744685,50.69475138121546,13.970896946564887,57.66015624999999,33.853955375253555,30.30499561787905,23.072992700729927,49.44853470027142,60.01381215469613,9.099713740458014,47.509765625,33.935091277890464,38.6108676599474,36.743309002433094,0,0,0,0,0,0,0,0,1,0
Sierra Leone,35.131845841785,Sub-Saharan Africa,2018,23.36225597748232,44.019018088915054,17.577334385336833,57.23455105908222,37.93103672669817,0.4877084923302472,59.862289840577546,26.93249537502821,42.382596685082866,17.40696564885496,46.67382812499999,36.43002028397566,0.0,38.19951338199513,28.871267004026095,56.408839779005525,15.755725190839696,41.96875000000001,33.83367139959432,0.0,58.13321167883212,0,0,0,0,0,0,0,0,1,0
Mauritania,30.770791075050703,Sub-Saharan Africa,2018,45.00480593891651,13.27321036250551,30.937847745327524,39.42773910239336,29.472612918753157,25.008701107984663,77.37413810117395,59.00109254009658,17.51381215469613,29.289599236641227,44.30859375,27.626774847870198,25.099912357581072,51.18126520681266,57.3777820575119,33.4696132596685,21.663645038167935,42.77343749999999,32.39350912778905,31.440841367221733,52.863746958637456,0,0,0,0,0,0,0,0,1,0
Kenya,31.86612576064909,Sub-Saharan Africa,2018,21.2414840263754,62.536431774908685,26.74043235433011,86.88677917234591,34.766733738278305,27.16812880597125,64.960506420646,21.970554426237026,56.04419889502762,24.93654580152672,80.71875,30.770791075050703,26.421560035056963,46.37469586374696,19.187267019862094,58.30801104972375,17.400286259541982,73.32421874999999,32.04868154158215,36.31463628396144,60.75182481751824,0,0,0,0,0,0,0,0,1,0
Armenia,30.0608519269777,Central and Eastern Europe,2018,8.765357903755502,27.389954055211874,42.96740161553592,16.306267934851352,31.17646911806796,55.87418282063357,61.282464767604615,11.882369848231091,19.38812154696132,41.07156488549619,15.220703124999998,30.85192697768764,56.163891323400534,38.003041362530396,12.815609073036851,27.412983425414357,36.65124045801527,15.341796875,30.64908722109533,63.97020157756354,47.26946472019465,0,1,0,0,0,0,0,0,0,0
Botswana,15.233265720081134,Sub-Saharan Africa,2018,32.39496770839514,69.77849902369047,53.535026448373564,19.40399379236623,18.80324609381197,29.952279524673624,74.303831787295,35.387511309624074,60.89640883977899,52.20706106870229,24.267578125,23.02231237322515,30.457493426818576,54.24939172749392,40.990232712067105,68.36325966850828,47.40219465648854,20.431640625,30.283975659229213,4.185801928133216,67.19221411192214,0,0,0,0,0,0,0,0,1,0
Myanmar,29.797160243407703,Southeastern Asia,2018,62.04601706840909,71.06243576134102,17.514816336049382,100.0,34.60446402218965,34.83983950067467,68.32335407136435,66.5195831962782,58.96685082872926,16.27480916030534,100.0,31.56186612576064,34.951796669588084,42.567518248175176,62.54674438363678,60.796961325966855,12.933206106870227,100.0,29.77687626774847,42.283961437335684,43.129562043795616,0,0,0,0,0,0,1,0,0,0
Georgia,30.446247464503042,Central and Eastern Europe,2018,82.69900549767944,42.73619276383963,45.35365764421359,10.548596765147519,29.350908213648285,56.92786861155557,34.70893758926946,100.0,44.83563535911602,39.97709923664122,13.25390625,28.66125760649087,56.12182296231376,11.708637469586375,100.0,56.04558011049723,35.39599236641221,10.833984375000002,29.574036511156184,63.91411042944786,23.45620437956204,0,1,0,0,0,0,0,0,0,0
Malawi,15.172413793103445,Sub-Saharan Africa,2018,23.893439302902504,64.49097427873977,11.137501827178099,56.08798237517482,22.94117705091744,27.61521326879159,31.178152764220624,24.85570949447455,57.22375690607735,4.1550572519083975,60.484375,26.71399594320488,25.7353198948291,8.941605839416058,22.926796026302082,59.46685082872926,0.7652671755725191,64.703125,29.472616632860042,19.773882559158636,25.020681265206807,0,0,0,0,0,0,0,0,1,0
Sri Lanka,33.10344827586207,Southern Asia,2018,24.203088137169317,77.51564294593769,48.17987330087262,95.871789380908,32.47464619108438,54.78797828179509,76.64089945401034,26.17013093786295,70.18922651933701,46.43034351145039,91.75390625,31.967545638945236,54.344434706397884,51.57116788321168,30.162686072155193,74.20718232044199,39.84923664122137,79.7421875,29.04665314401623,62.05609114811569,61.9860097323601,0,0,0,0,0,0,0,1,0,0
Cameroon,43.326572008113594,Sub-Saharan Africa,2018,16.85963413033085,59.445959757704685,26.922965891488644,46.152042341418564,37.647062305504654,11.646986582318931,57.54368728674822,20.130364405493268,59.02762430939226,25.046278625954194,44.296875,33.9553752535497,11.128834355828221,38.042579075425785,19.013106178613132,68.1063535911602,20.157442748091604,40.26953125000001,28.66125760649087,20.510078878177033,53.99452554744526,0,0,0,0,0,0,0,0,1,0
Bulgaria,42.47464503042596,Central and Eastern Europe,2018,3.631592315662511,39.94913226333106,55.4131244430105,22.105018433649025,38.03245892631115,62.06991064454461,87.24935878512345,2.020922969209657,29.308011049723753,53.10400763358778,24.986328125,27.951318458417845,59.426818580192815,56.290754257907544,2.865438746586701,42.24723756906077,48.290076335877856,23.283203125,27.971602434077077,67.17703768624014,67.28345498783453,0,1,0,0,0,0,0,0,0,0
Egypt,32.04868154158215,Middle East and Northern Africa,2018,37.58632987709489,38.965490970822366,47.21859768601775,25.123328668996677,38.458420558101416,45.590469651218044,60.67344234517604,34.15195515283897,26.0317679558011,45.51288167938932,24.81640625,30.89249492900609,45.675723049956176,30.299878345498787,20.781003019970527,23.87845303867403,42.0706106870229,22.052734375,27.484787018255577,54.08588957055215,45.43795620437956,0,0,0,0,1,0,0,0,0,0
Yemen,10.466531440162274,Middle East and Northern Africa,2018,18.654079422628342,34.456315208535216,28.22917210691756,20.336954912636525,15.294116331646045,27.176241515290798,56.89673035104197,19.36142786111106,31.58839779005525,27.64265267175573,19.181640625,17.951318458417852,27.211218229623146,28.88868613138686,25.80866504093113,49.131215469613245,26.072996183206104,17.833984375,25.111561866125765,35.11305872042068,41.419099756691,0,0,0,0,1,0,0,0,0,0
Mali,32.61663286004057,Sub-Saharan Africa,2018,34.493785746895824,42.34996454491796,22.718535011051287,35.81136697903282,27.40365227627708,14.843617375747414,77.94850354067032,44.84477359480357,38.04419889502762,14.929389312977099,41.140625,25.030425963488856,14.326906222611745,52.5139902676399,40.589334171833634,53.66988950276242,12.439885496183207,36.71484375,23.448275862068968,18.039439088518844,62.972019464720205,0,0,0,0,0,0,0,0,1,0
Congo (Brazzaville),34.88843813387425,Sub-Saharan Africa,2018,26.16294552308795,60.08644624309639,38.59562273243913,23.603931185789452,29.45233041326126,25.412570897368976,50.61097098673058,32.04888084341753,52.40055248618784,36.78864503816794,23.587890625,28.336713995943217,24.72567922874671,29.07481751824817,38.400822468591954,57.27348066298342,32.37881679389313,24.1953125,23.32657200811359,27.213847502191058,40.32238442822384,0,0,0,0,0,0,0,0,1,0
