country,happiness_score,region,year,corruption_perceptionP1,freedomP1,gdp_per_capitaP1,generosityP1,happiness_scoreP1,life_expectancyP1,social_supportP1,corruption_perceptionP2,freedomP2,gdp_per_capitaP2,generosityP2,happiness_scoreP2,life_expectancyP2,social_supportP2,corruption_perceptionP3,freedomP3,gdp_per_capitaP3,generosityP3,happiness_scoreP3,life_expectancyP3,social_supportP3,Australia and New Zealand,Central and Eastern Europe,Eastern Asia,Latin America and Caribbean,Middle East and Northern Africa,North America,Southeastern Asia,Southern Asia,Sub-Saharan Africa,Western Europe
Uganda,26.81541582150103,Sub-Saharan Africa,2018,18.753415552117364,61.213529735638936,18.198030311187736,63.62618296407168,25.19269475105092,19.073848082870906,68.72431495183879,21.168757345770107,60.29419889502762,16.564408396946565,52.93359375,18.255578093306287,17.19982471516214,55.3412408759124,23.879751572758664,63.158839779005525,10.067748091603052,56.76953124999999,22.150101419878297,29.676599474145483,68.91666666666666,0,0,0,0,0,0,0,0,1,0
Senegal,36.34888438133875,Sub-Saharan Africa,2018,37.94092216778079,52.199208110735476,22.867796871498328,35.83376819733535,34.4016196229637,35.87755061992945,71.7574154953595,38.384392200549605,42.89502762430939,21.142175572519086,37.310546875,27.9918864097363,35.45749342681857,47.09002433090024,35.20349230754968,50.79005524861879,17.413167938931302,40.70898437500001,21.602434077079106,38.15950920245399,59.37895377128953,0,0,0,0,0,0,0,0,1,0
Gabon,38.92494929006086,Sub-Saharan Africa,2018,24.98938194989345,43.139306221219066,57.16651905583969,8.55183170642703,32.98174751699573,31.25141003380525,70.2932005671107,30.606303309298774,38.80939226519337,55.27242366412214,12.1953125,26.00405679513186,30.62226117440841,44.01946472019465,36.44562057155171,44.08011049723757,50.58396946564886,13.32421875,21.44016227180528,38.01226993865031,55.06569343065693,0,0,0,0,0,0,0,0,1,0
Niger,26.916835699797172,Sub-Saharan Africa,2018,45.53581298668461,50.22910171450829,7.72544516975644,44.66286045499141,24.117644582752337,23.532428311006136,60.40298083112767,56.44125677909769,52.542817679558,6.331106870229008,40.95703125,20.628803245436114,22.92900964066608,36.81873479318734,51.39059238287778,65.87292817679557,3.3110687022900764,37.865234375,20.40567951318459,26.03593339176161,46.998175182481745,0,0,0,0,0,0,0,0,1,0
Cambodia,32.332657200811354,Southeastern Asia,2018,22.379980588277512,87.482848549416,28.710166802843126,75.3755797632039,26.957408138994737,37.66725713176547,61.206711759822376,26.59074579974724,81.28729281767953,26.52862595419847,78.78710937500001,21.6632860040568,37.24276950043821,32.69464720194647,23.81403050058925,91.5,21.964694656488547,78.826171875,19.878296146044622,53.561787905346186,38.16058394160584,0,0,0,0,0,0,1,0,0,0
Tanzania,9.411764705882351,Sub-Saharan Africa,2018,21.699490091408965,53.8698587957667,24.38625363448192,69.1906956490129,10.344827121943613,31.946475415977826,63.38137489745803,16.755587349593565,43.86740331491712,22.49761450381679,61.46874999999999,16.774847870182565,31.288343558282214,47.215936739659355,18.884950087882768,45.411602209944746,13.606870229007633,67.142578125,19.107505070993923,33.49255039439088,60.990267639902676,0,0,0,0,0,0,0,0,1,0
Madagascar,18.965517241379303,Sub-Saharan Africa,2018,22.092787568265692,26.13214992027914,14.590109406991743,40.76807235833262,16.32860148896065,32.88547842258115,55.53651900187025,24.66511838518323,18.900552486187845,13.3368320610687,43.046875,17.363083164300207,32.52322524101665,28.05048661800487,26.695899515218297,26.49723756906077,9.935114503816797,41.666015625,17.079107505070994,40.94741454864154,40.63321167883211,0,0,0,0,0,0,0,0,1,0
Chad,29.65517241379311,Sub-Saharan Africa,2018,17.607293757605465,22.42293188255801,20.897566191567694,42.20973642077305,22.251523503425364,3.6051459316618057,58.020430179698046,16.272537469148332,17.689226519337016,20.140267175572514,36.458984375,18.742393509127787,3.3514460999123568,38.4294403892944,17.31421646303363,32.45994475138121,16.31345419847328,35.91015625,16.79513184584178,13.15512708150745,46.26642335766422,0,0,0,0,0,0,0,0,1,0
Guinea,22.819472616632858,Sub-Saharan Africa,2018,36.454695902126346,48.147446542813675,11.667458496930964,51.72169767320156,13.549695121347265,17.013947343115866,48.12923878648857,39.16975901297417,42.752762430939214,10.694179389312977,58.42578125,15.578093306288027,16.50219106047327,18.91119221411192,39.88940475322932,52.106353591160214,8.309637404580151,55.970703125,16.572008113590268,21.042068361086766,28.26946472019464,0,0,0,0,0,0,0,0,1,0
Ivory Coast,37.16024340770792,Sub-Saharan Africa,2018,42.73899665282679,61.837871924289644,28.771417969055772,39.30419334210449,27.20080787705113,4.263117413161411,55.03528164541051,51.032412539554436,56.16436464088397,26.48234732824427,39.72265625,21.84584178498986,3.922874671340929,35.02189781021897,58.89265277101703,64.73204419889504,22.20133587786259,39.384765625,16.551724137931032,13.308501314636285,46.90693430656935,0,0,0,0,0,0,0,0,1,0
Burkina Faso,32.15010141987829,Sub-Saharan Africa,2018,39.540460687616246,44.802189367252204,16.709337480195614,48.99700870737441,24.198784276873226,18.91711294180885,63.45985434641241,41.184109874966886,46.091160220994475,15.264790076335876,47.56445312500001,18.255578093306287,18.665205959684485,38.35401459854014,42.166639903899714,54.54834254143646,12.314885496183205,42.47460937499999,15.172413793103445,23.773006134969325,51.81751824817518,0,0,0,0,0,0,0,0,1,0
Afghanistan,16.085192697768758,Southern Asia,2018,20.09679081533687,14.665679625384668,19.15444740812285,60.912291519343945,19.371194936198997,15.84108491198834,35.373681653155046,23.370413263445663,22.69337016574585,18.23807251908397,61.0703125,10.567951318458418,15.200701139351445,6.713503649635036,31.937155020729524,32.33977900552486,15.25858778625954,71.30859375,14.929006085192704,26.586327782646798,18.42153284671533,0,0,0,0,0,0,0,1,0,0
Rwanda,11.541582150101421,Sub-Saharan Africa,2018,100.0,80.36517306585993,17.592838417937738,49.366411985829494,12.819471726794731,28.60865971166556,57.52475809876933,100.0,75.02762430939227,15.670801526717556,46.0,13.711967545638947,27.927256792287466,37.46107055961071,100.0,81.76933701657457,10.595419847328245,44.1953125,12.697768762677484,37.567046450482025,47.06204379562044,0,0,0,0,0,0,0,0,1,0
Benin,26.409736308316432,Sub-Saharan Africa,2018,20.021601051753787,58.83463756155565,20.567051895702146,40.61493382323535,16.59229340466227,18.398791525470468,26.478092673341113,21.95412415819467,54.899171270718234,18.844942748091604,39.4140625,13.083164300202839,18.429447852760735,6.337591240875912,26.32128940385261,66.91988950276242,13.67604961832061,35.6640625,10.162271805273832,27.96669588080631,21.52433090024331,0,0,0,0,0,0,0,0,1,0
Syria,12.636916835699791,Middle East and Northern Africa,2018,49.733478443294686,11.262354230024544,37.0779167149813,96.41869692131876,12.636914669137528,43.867952880056976,24.0938325577989,56.62856183478052,9.54696132596685,35.64837786259542,94.525390625,4.665314401622718,55.209465381244506,9.04257907542579,62.126129521752475,21.662983425414357,31.641221374045802,92.146484375,3.387423935091284,63.27169149868537,28.886253041362533,0,0,0,0,1,0,0,0,0,0
Burundi,1.3387423935091245,Sub-Saharan Africa,2018,27.65146584652229,8.273584696140082,4.3713057570102585,39.92874699179082,1.338741813179921,13.28753651912331,38.30861218654324,30.95133893818823,5.9668508287292825,3.259064885496183,39.62890625,1.3387423935091245,13.801051709027169,14.259124087591234,33.064271408435076,16.367403314917127,0.7299618320610687,38.529296875,1.3387423935091245,19.628396143733564,25.29622871046228,0,0,0,0,0,0,0,0,1,0
Togo,23.529411764705877,Sub-Saharan Africa,2018,31.43603686660868,52.545046773404685,14.572744151108155,38.456279435195114,13.306285711137535,21.656929767518395,26.27022691306697,38.075503161353325,47.89779005524861,13.417461832061072,34.212890625,9.411764705882351,21.74496056091148,0.0,35.26264127250216,50.34944751381215,9.956106870229009,32.58007812499999,0.0,24.92813321647677,8.512773722627736,0,0,0,0,0,0,0,0,1,0
